ROCO_CLEF_07350	C0203126;C0203051
ROCO_CLEF_26838	C1962945;C1548003;C0037949;C0043299;C0043189;C0000726;C0222032
ROCO_CLEF_37859	C0043299;C1548003;C1962945
ROCO_CLEF_64107	C1515974;C4284931;C4284930
ROCO_CLEF_31918	C1963113;C1962945;C1548003;C0015252;C0043299;C0728940
ROCO_CLEF_66831	C0013516;C0183129;C0087086;C2355627;C0018792;C0018827
ROCO_CLEF_07916	C0184666;C1962945;C0043299;C0817096
ROCO_CLEF_64654	C1333381;C0000726;C0751438
ROCO_CLEF_55809	C1265876;C0029053
ROCO_CLEF_56687	C0025066;C1546756;C0817096;C0014876
ROCO_CLEF_50863	C0772294;C0021853;C0607422;C1176475;C0939261;C0009368;C0152013;C0280096;C0334344;C0028778;C1266063;C0221198;C0023884
ROCO_CLEF_25888	C0043299;C1548003;C0024687;C1962945
ROCO_CLEF_65432	C0751437;C0228174;C0006104;C1261287;C0003842
ROCO_CLEF_51695	C0441633;C0027530
ROCO_CLEF_60584	C3245509;C0003483
ROCO_CLEF_34692	C1515974;C0772294;C0221198;C4284931;C4284930
ROCO_CLEF_02505	C0332155;C0006826;C1185738;C1552853;C0021853
ROCO_CLEF_41069	C0728940;C0015252;C0007876;C0031753;C1552858;C0184905
ROCO_CLEF_12279	C0524425;C1705817
ROCO_CLEF_37967	C0751437;C0037004
ROCO_CLEF_06761	C0027530;C1444662;C0037949
ROCO_CLEF_26560	C0013113;C1548003;C1962945;C0043299;C0626053
ROCO_CLEF_12740	C0687028;C0030274;C0233256;C1550227;C0018670
ROCO_CLEF_40199	C0014533;C0175676;C1170653;C0041618;C0203463;C0039597
ROCO_CLEF_17757	C0028429
ROCO_CLEF_24719	C0175649;C1266111;C0228391;C0079595;C0019552;C0525024;C0231881
ROCO_CLEF_13684	C0025066;C0817096;C0590323
ROCO_CLEF_53978	C1444662;C0729233;C1261287;C0013604;C1704258;C0817096;C1550227;C0606665
ROCO_CLEF_42462	C0751437;C0027530;C1261287;C0015302;C0011164;C0606665
ROCO_CLEF_54584	C0282413;C1293097;C1096774
ROCO_CLEF_11248	C0175676;C0267771;C0030797;C0041618;C0229802;C0000726;C0203463
ROCO_CLEF_38716	C0015450
ROCO_CLEF_68501	C0043299;C1962945
ROCO_CLEF_53230	C0481490;C0040395;C0034579;C0817096;C0175730;C0040590;C0040405;C0003842
ROCO_CLEF_50694	C0184666;C0817096
ROCO_CLEF_30993	C0040426;C1962945;C1548003;C0043299;C0185115
ROCO_CLEF_64794	C0935598;C0027530;C1514241;C0441606
ROCO_CLEF_38865	C0006141;C0034606;C4055506
ROCO_CLEF_03841	C0582103;C0040395;C1561543;C0034579;C0079595;C0817096;C0024109;C0031809;C0205161;C0040405;C0543467
ROCO_CLEF_24977	C0032005;C1552858;C1829459;C0015252;C0029126;C0007876;C0231881;C0728940;C0184905
ROCO_CLEF_44909	C0043299;C0026764;C1962945;C1548003;C1261381;C0035139;C0020164;C0441587;C1555302
ROCO_CLEF_26077	C0003483;C4255126;C0002978;C1548816;C3891555;C0796494;C0230467;C0003842
ROCO_CLEF_50157	C0497156;C0687702;C0040395;C0034579;C0233929;C0025066;C0744971;C0441633;C0040405
ROCO_CLEF_08563	C0817096
ROCO_CLEF_51600	C0013516;C0003483;C0203378;C0203379;C0183129;C2355627;C0184252;C0018792;C1186983;C0018827;C0221533;C0013524
ROCO_CLEF_15710	C0240795;C0556030;C1704454;C0002978;C1548816;C0231519;C4255126;C2355627;C0015811;C1186983;C0018827;C2347268;C3891555;C0184252
ROCO_CLEF_53785	C0221874;C0005767;C0441621;C0005768;C1829459;C0817096;C0024109;C0796494;C0441633;C0229664;C0040395
ROCO_CLEF_37431	C1546756
ROCO_CLEF_44575	C0006141;C0772294;C0181904;C0150369;C0205013;C0221198;C1550517
ROCO_CLEF_42907	C1962944;C0037303
ROCO_CLEF_34099	C0221874;C0222720;C1184145;C0921177;C1550254;C0812144;C1550227;C0231881;C0524414;C0118228
ROCO_CLEF_25552	C1546654
ROCO_CLEF_46427	C4255126;C0002978;C0015392;C1548816;C3891555;C0960907;C0035298;C0003847;C0035331
ROCO_CLEF_60296	C1561528;C0233256;C0933845;C0005847
ROCO_CLEF_06239	C0013516;C0203378;C0203379;C0018827;C0018792;C0024109;C0221533;C0013524;C2355627;C0184252;C1186983;C0003483;C0183129;C0003842
ROCO_CLEF_20025	C0025474;C0002978;C0003842
ROCO_CLEF_16418	C0150312;C0152353;C0018071;C0392148
ROCO_CLEF_03176	C0699389;C1184148;C0694547;C1176472;C0723285
ROCO_CLEF_45142	C0030274;C0772294;C0702058;C0607422;C0231881;C0221198;C0771711
ROCO_CLEF_09981	C1709311;C0006104;C0009924;C0227391;C0449900
ROCO_CLEF_12777	C0751437;C0005682;C0202165
ROCO_CLEF_03541	C0021853;C0018792;C0024109
ROCO_CLEF_19130	C1962945;C0036277;C0772294;C0947630;C0043299;C0221198
ROCO_CLEF_40131	C1709311;C0001074;C0751438
ROCO_CLEF_35127	C0231519;C1552826;C0240795;C0556030;C0002978;C0033363;C0442184;C0041618;C0016538;C0233492;C2347268;C0040661;C0003842;C0412555
ROCO_CLEF_34291	C0018827
ROCO_CLEF_67260	C0034579;C0040395;C0607422;C0000726;C0019066;C0442034;C0079595;C0019993;C0040405;C0198632
ROCO_CLEF_11087	C0008913;C1963113;C0441610;C0180921;C0441606;C1553386;C0016356;C3853906
ROCO_CLEF_52874	C2985765;C1305866;C0150312;C0018827;C0521405
ROCO_CLEF_65971	C0521530;C0817096
ROCO_CLEF_26404	C0038351;C0723323;C0000726
ROCO_CLEF_45228	C1962945;C1548003;C0043299;C0011900;C0817096
ROCO_CLEF_14431	C0043299;C1548003;C0817096;C1962945
ROCO_CLEF_51719	C0027530
ROCO_CLEF_04879	C0040405;C0034579;C0040395
ROCO_CLEF_57721	C1561528;C0042449;C0002978;C0162868;C3245511;C0003842
ROCO_CLEF_59103	C2239273;C0442192;C0023078
ROCO_CLEF_45055	C1322279;C1962945;C0700124;C0030797;C0043299;C4084721;C0038351
ROCO_CLEF_53368	C1302808;C0040399;C0441633
ROCO_CLEF_19631	C0228505;C0040395;C0024202;C0034579;C0596790;C0746922;C0817096;C1553496;C0024109;C0016059;C0040405
ROCO_CLEF_55051	C0028778;C0021853;C0000726
ROCO_CLEF_18029	C0040395;C0030274;C0034579;C0702058;C0441633;C0040405;C0771711
ROCO_CLEF_16674	C0687702;C0040395;C0221198;C0034579;C0772294;C1522485;C0233929;C0243144;C0205161;C0040405
ROCO_CLEF_35451	C0022742
ROCO_CLEF_43984	C0006141;C0024671;C0015252;C0728940;C0007431;C0184913;C0398296;C0577559
ROCO_CLEF_10578	C2242558;C1552858;C0015252;C0030797;C1551379;C0007876;C0374082;C0021853;C0700185;C0009924;C0333581;C0728940;C0184905;C0449900
ROCO_CLEF_65337	C1861265;C0751438;C0006104;C0017181;C0039487;C0007765;C0935456
ROCO_CLEF_52681	C0027530;C0728733;C1522662;C1263136;C0817096;C0185023;C1139930
ROCO_CLEF_07758	C0456642
ROCO_CLEF_39175	C0006141;C0240795;C0556030;C0231519;C2985765;C0772294;C0221198;C2347268
ROCO_CLEF_27688	C0013516;C0203378;C0085623;C0015357;C0183129;C0035139;C0441587;C1561538;C0203379;C0018827;C0221533;C0013524
ROCO_CLEF_03334	C1293134;C0013604;C0024687;C1550227
ROCO_CLEF_47466	C0222679
ROCO_CLEF_01214	C1561577;C0202165;C1440080;C1962945;C0558067;C0043299;C1514811;C0038257;C0262950
ROCO_CLEF_38487	C3244072;C3539032;C0009924;C0202613;C0449900
ROCO_CLEF_10054	C0033572;C0024202;C0006826;C0243144;C0746922
ROCO_CLEF_40469	C0729233;C0202165;C0549207;C0037949;C1550254;C0817096;C0812144;C0231881
ROCO_CLEF_58378	C1561540;C0796494;C3714636
ROCO_CLEF_06634	C0040395;C0039866
ROCO_CLEF_05429	C3887704;C0009429;C1261381;C0772294;C0376495;C0087111;C0221198;C0262950;C0547070;C0682561
ROCO_CLEF_67581	C0015027;C0728940;C0392148;C0015252;C0935456;C0039487;C0037884;C0150312;C0441633;C0184913
ROCO_CLEF_42483	C0205400;C0441633;C0007776;C0022655
ROCO_CLEF_48732	C4084721;C0031809;C0582103
ROCO_CLEF_11568	C1555302;C1533810;C0035139;C0441587;C0038257
ROCO_CLEF_58745	C0042384;C0740422;C0008520;C1306232;C0015392
ROCO_CLEF_01835	C0184666;C1561543;C0000726
ROCO_CLEF_31871	C0344329;C1444662;C0333549;C1962945;C1548003;C0549207;C0011164;C0810633;C0037949;C0043299;C0349676;C1546728;C3853703;C0439663
ROCO_CLEF_29047	C0043299;C1962945;C1548003;C0817096
ROCO_CLEF_24318	C0016504;C0006655
ROCO_CLEF_22480	C0772294;C0023884;C0796494;C0221198
ROCO_CLEF_00623	C0013516;C0524422;C0183129;C0018792;C0018827;C0723285
ROCO_CLEF_11384	C0013687;C0184666;C0040395;C0228505;C0034579;C3714636;C0024109;C0009924;C0441633;C1546613;C0040405;C0449900
ROCO_CLEF_61706	C0740422;C0772294;C0751438;C0935623;C0221198
ROCO_CLEF_31503	C0412555;C0041618
ROCO_CLEF_60171	C0018670
ROCO_CLEF_51087	C0040395;C1861265;C0034579;C0006104;C0017181;C0441633;C0040405
ROCO_CLEF_51112	C0040395;C0034579;C0162868;C1561542;C1514893;C0521440;C0009924;C0040405;C0003842;C0449900
ROCO_CLEF_18088	C0772294;C0036429;C0221198;C0262950
ROCO_CLEF_50534	C0751437;C0935598;C1179589
ROCO_CLEF_42035	C0040395;C0521437;C0034896;C0034579;C0441633;C0577559;C0040405;C0018670
ROCO_CLEF_50689	C3541877;C0035561
ROCO_CLEF_29550	C0015027;C0175325;C0751440;C1881209
ROCO_CLEF_62003	C0024687;C0004454;C0024947
ROCO_CLEF_53076	C0027530;C0027088;C0476089;C0935598;C0927195;C1300072;C0014180
ROCO_CLEF_19620	C0242693;C0013604;C0442036;C0001074;C0010957;C0262950
ROCO_CLEF_56615	C0000726;C0030797;C1522577;C0412555;C0041618;C0005682
ROCO_CLEF_14856	C0025066;C0040113;C3887804;C1553386;C0542559;C0005847;C0024109;C0040578
ROCO_CLEF_05588	C1269845;C0028977;C3263723;C1306232;C0011980;C0817096;C0042779;C0024109;C0429986;C1290940;C0543467;C1963113;C0152097;C3203359;C0030797;C0008114;C0039409;C0038351;C0721776;C4321395;C0751438;C0042241;C0021853
ROCO_CLEF_02741	C0276640;C0678118
ROCO_CLEF_58469	C0728940;C0935598;C1552858;C0015252;C0007874;C0030797;C0007876;C0184905;C0935623
ROCO_CLEF_25091	C0240795;C0556030;C0231519;C0817096;C0027342;C2347268
ROCO_CLEF_09111	C0796494;C0521530;C0817096
ROCO_CLEF_26985	C0028977;C0040480;C0456605;C0034579;C0005847;C0224086;C1286315;C0040395;C0441633;C0040405
ROCO_CLEF_53036	C0040395;C0221198;C0034579;C1265876;C0015811;C0029053;C0772294;C0040405
ROCO_CLEF_41626	C2939420;C0024109;C1328685;C0027627
ROCO_CLEF_31802	C0013604;C1561543
ROCO_CLEF_29931	C0013931;C0013103;C1962958;C0037993;C0012621;C0030274;C0441610;C1561540;C0003842;C1546756
ROCO_CLEF_14081	C0243069;C2951888;C0037303
ROCO_CLEF_44171	C0028778;C1962945;C1548003;C0043299;C0021853;C0000726
ROCO_CLEF_00712	C0574032;C0854643;C0076558;C0520997;C0087086
ROCO_CLEF_62329	C0687028;C0021853;C1550227;C0009924;C0008307;C0449900
ROCO_CLEF_40319	C0028778;C0003842
ROCO_CLEF_18530	C0751437;C0011079;C0040395;C0348000;C0034579;C1829459;C0035561;C0751438;C0040405;C3245462
ROCO_CLEF_46149	C0184666;C0751437;C3891555;C4255126;C0772294;C0002978;C1548816;C0205097;C2827755;C0221198;C0003842
ROCO_CLEF_33404	C1962945;C1548003;C0021102;C0021107;C0043299;C0011900;C0185115;C1293122;C0262950
ROCO_CLEF_10276	C0153452;C0016976
ROCO_CLEF_46220	C0022359;C0026367;C0040426
ROCO_CLEF_19209	C0015376;C0412555;C0041618;C0005682;C0227391
ROCO_CLEF_65700	C0076638;C0041618;C0117002;C0796494;C0040404;C0040132
ROCO_CLEF_01051	C0013604;C0040395;C0034579;C0228174;C0006104;C0040405
ROCO_CLEF_50611	C0229730
ROCO_CLEF_07263	C0810633;C3853703;C0183663;C1546728;C0441144;C1442948
ROCO_CLEF_47304	C0796095;C0817096;C2936859;C0040405;C0040395;C0087153;C0231303;C0034579;C0042497;C2936904;C0521530;C1546767;C0796110
ROCO_CLEF_44429	C0007765;C0013604
ROCO_CLEF_43730	C1555302;C0035561;C0035139;C0441587;C0817096
ROCO_CLEF_53882	C0007531;C0772294;C0221198;C0000726
ROCO_CLEF_06004	C1322279;C4317146;C4085643;C0700124;C4049705;C0030797;C4321335;C1305866;C0723338;C0232483;C0403608;C4049706;C0012359
ROCO_CLEF_35905	C0034770;C0037949
ROCO_CLEF_38544	C0441633
ROCO_CLEF_43141	C0441633
ROCO_CLEF_69110	C0033572;C0006826;C2347273;C4321352;C0005682;C1546572
ROCO_CLEF_51198	C0403608;C0933845;C0227665;C0005682;C0241961;C0022646;C0577559
ROCO_CLEF_46570	C0334044;C1548003;C0228391;C0043299;C0019552;C1962945
ROCO_CLEF_33881	C0036435;C0042449;C0919179;C0205065
ROCO_CLEF_69385	C0043299;C1962945;C1548003;C0021107;C0035139;C0408884;C0029976
ROCO_CLEF_00918	C0013604;C0016976;C0205400;C0153452
ROCO_CLEF_13027	C0221874;C0014245;C0030274;C1524073;C0772294;C0412555;C0041618;C0702058;C0039259;C0221198;C0771711
ROCO_CLEF_27143	C0441636
ROCO_CLEF_13312	C0040399;C0772294;C0036429;C0035561;C2985765;C0441633;C0221198
ROCO_CLEF_68276	C0205400;C0024109;C0003842
ROCO_CLEF_41846	C0034771;C2936859;C0796095;C0796110;C2936904;C0918037
ROCO_CLEF_13952	C1709311;C0040395;C0034579;C0376495;C0087086;C0817096;C0024109;C0009924;C0040405;C0003842;C0449900
ROCO_CLEF_00033	C1552835;C0006095;C0042449;C1553386;C0042034;C0031545;C0205917;C0231957;C0231881
ROCO_CLEF_48036	C0002978
ROCO_CLEF_10043	C1709311;C0042449
ROCO_CLEF_53093	C4085643;C4049705;C4049706;C4321335;C2355627;C0018827
ROCO_CLEF_25135	C1550314;C0000726
ROCO_CLEF_23579	C0687028;C0030274;C0772294;C0702058;C1550227;C0221198;C0771711
ROCO_CLEF_12615	C0751437;C0033572;C3853789;C1610719;C0751438;C1305866;C0036679
ROCO_CLEF_33354	C0029053;C0006826;C1265876;C0011900;C0817096;C0024109;C0796494
ROCO_CLEF_20242	C0450295;C0013604;C0332573;C0592931
ROCO_CLEF_48651	C1561543;C1546601;C0012621;C0030685;C0008767;C0600083;C0024109;C0817096
ROCO_CLEF_01795	C0935598;C0037949
ROCO_CLEF_14277	C0935598;C0772294;C0751438;C2605207;C1305866;C1179589;C0221198
ROCO_CLEF_42612	C1829459;C1261287;C1550227
ROCO_CLEF_40582	C0225326;C1962945;C1548003;C2347934;C0376495;C0043299;C0449982;C1550227;C0185125;C0185026;C1947919
ROCO_CLEF_35447	C0008350;C1322279;C0700124;C0947622;C0224155;C0013303;C0038351;C0242216;C0441633;C0012359
ROCO_CLEF_32258	C0035139;C1555302;C1444662;C0441587;C1533810
ROCO_CLEF_30645	C0441513;C0841296;C1293284;C0037303;C0275586;C0565460;C0198062;C1293304;C1857644;C0150312;C0524865;C4050469;C0845672
ROCO_CLEF_48169	C2242558;C0772294;C1551379;C0374082;C0700185;C0333581;C0221198;C0441633
ROCO_CLEF_28475	C0344329;C0013103;C1962945;C0238404;C0043299;C0032326;C0817096;C0024109;C1963215
ROCO_CLEF_01425	C1561543;C0230005;C0543467;C0723323
ROCO_CLEF_16178	C0728733;C0185023;C1522662;C0751438
ROCO_CLEF_58671	C0220908;C0179081;C1135564;C0003086;C0199230
ROCO_CLEF_28830	C0000726
ROCO_CLEF_37919	C0184666;C1962945;C0043299;C0817096;C0270337
ROCO_CLEF_47548	C0013516;C1709311;C0202165;C0183129;C2355627;C0018827
ROCO_CLEF_36537	C0027530;C0886296;C0184661;C1548003;C1962945;C0549207;C1185738;C0037949;C0043299;C0035561
ROCO_CLEF_49967	C1306232;C4085643;C1444662;C1551379;C0043299;C0374082;C0817096;C0333581;C0542560;C0021815;C2242558;C1962945;C0038137;C4049705;C4049706;C0700185;C0027530;C1548003;C0442106;C0729233;C0549207;C4321335;C2828392
ROCO_CLEF_36656	C1995642;C0456378;C0180979
ROCO_CLEF_47112	C1552858;C0220825;C1546601;C0015252;C0012621;C0030685;C0600083;C0024109;C0728940;C1553386;C1561538
ROCO_CLEF_21225	C0751437;C0344329;C1962945;C0012725;C0043299;C2985494;C1184741;C0006655;C0262950
ROCO_CLEF_37355	C0037303;C0015450
ROCO_CLEF_35963	C0025148;C1305694;C0722792
ROCO_CLEF_51969	C0028883;C0150312;C1318154;C0392148;C1550227
ROCO_CLEF_63273	C0700095;C3540583;C0028429;C0772294;C0439826;C0037361;C0221198
ROCO_CLEF_04319	C0013687;C0228505;C1546613;C0596790;C2328510;C0024109;C0016059;C0723285
ROCO_CLEF_67850	C0185033;C3840275;C2825146;C0009924;C0333052;C0449900
ROCO_CLEF_28422	C0014243;C0221874;C0014245
ROCO_CLEF_66530	C0005767;C0015376;C0442037;C0005768;C0003842;C0229664
ROCO_CLEF_02659	C0221874;C0841296;C1293304;C1293284;C0845672;C1610719;C0441513;C0565460;C0198062;C0270687;C1547787;C0524865
ROCO_CLEF_17189	C2242558;C2586211;C0003483;C1551379;C0374082;C0000726;C0700185;C0025474;C0333581;C0003842
ROCO_CLEF_14221	C1829459;C0003515
ROCO_CLEF_18720	C0043299;C1962945;C1548003;C0035139;C0441587;C1555302
ROCO_CLEF_29205	C0034619;C1522449;C0027530;C2699153;C1708751;C3714524
ROCO_CLEF_40623	C1552858;C1185740;C0015252;C0007876;C0009924;C0728940;C0184905;C0449900
ROCO_CLEF_25643	C0036037;C1286315;C1552082;C0262950
ROCO_CLEF_05052	C0021156;C0024947;C1318154;C0920995;C0004454;C0262950
ROCO_CLEF_48919	C1709311;C0817096;C0729233;C0003483
ROCO_CLEF_10658	C0030419;C0184906;C0921176;C0525187
ROCO_CLEF_41600	C0029053;C0024947;C0004454;C1440080;C0293352;C0003842
ROCO_CLEF_48083	C0013931;C0184661;C3538935;C3539779
ROCO_CLEF_25843	C1524073;C1578513;C0412555;C0041618;C1561540
ROCO_CLEF_31130	C0033572;C1546602;C0012817;C0023342;C0203126
ROCO_CLEF_11074	C0687028;C0030274;C0933845;C0000726;C1550227
ROCO_CLEF_57133	C0751438;C0202165;C0003483
ROCO_CLEF_21810	C1963113;C0729233;C0935598;C0549207;C0817096;C0038293;C0224338;C0024764
ROCO_CLEF_19100	C0002978;C0033363;C0005847;C0016538;C0031873;C0086972
ROCO_CLEF_07128	C0034896;C0751438;C0441633;C0231881
ROCO_CLEF_28834	C0028778;C0034991;C0175649;C0204601;C0034579;C0204096;C0854571;C0018459;C4042802;C0525024;C0419104;C0458264
ROCO_CLEF_27426	C0030419
ROCO_CLEF_39232	C1320102;C1744564;C0441107;C1561543;C3203359;C0039409;C1179712
ROCO_CLEF_05573	C0596790
ROCO_CLEF_53676	C0042449;C1709311
ROCO_CLEF_29761	C0205400;C0021853;C0000726
ROCO_CLEF_46290	C0040395;C0034579;C0935456;C0006104;C0039487;C0441633;C0040405
ROCO_CLEF_24876	C0228192;C0006104;C0221198;C0231881;C0772294
ROCO_CLEF_40144	C0040395;C0230168;C0034579;C0012725;C0040405
ROCO_CLEF_07435	C0013303;C0687028;C0030274;C1705273;C1135564;C0005388;C0031843;C3245511;C1550227;C0008307
ROCO_CLEF_28306	C3244072;C0011164;C1552853;C0349676;C0333549
ROCO_CLEF_22575	C0013103;C0040395;C0034579;C0224155;C0038351;C1546572;C0012621;C0040405
ROCO_CLEF_52934	C0027530;C1293284;C0841296;C0441513;C0845672;C0565460;C0198062;C1293304;C0009924;C0441633;C0524865;C0449900
ROCO_CLEF_06203	C0013516;C0031809;C0203378;C0203379;C0183129;C0442184;C0554756;C0582103;C0392148;C1550604;C0150312;C0723285;C0221533;C0013524;C1705199
ROCO_CLEF_16786	C0441107;C3203359;C0025066;C0013990;C0040578
ROCO_CLEF_18634	C0042449;C0202165;C0175676;C0041618;C0041638;C0003842
ROCO_CLEF_51231	C0040395;C0034579;C1561543;C0220844;C0018270;C0040405
ROCO_CLEF_65298	C2242558;C0085195;C0039597;C1553386;C0392366;C0412555;C0228018;C0041618;C0374082;C1551379;C0183885;C0700185;C0600111;C0333581;C0751438;C0021358;C0554756
ROCO_CLEF_40169	C0203463;C0029053;C0175676;C0593762;C0041618;C1265876;C0035298;C0035331
ROCO_CLEF_43930	C0741302;C0033363;C0005847;C0016538;C0728774;C0542560;C0003842
ROCO_CLEF_70347	C0040426;C1561528;C1548003;C1962945;C0043299;C1300072
ROCO_CLEF_02526	C1552853;C0441633
ROCO_CLEF_13713	C0221874;C1286315;C0772294;C0024687;C0026686;C0039259;C0441633;C0221198
ROCO_CLEF_26086	C0043299;C1548003;C0000726;C1962945
ROCO_CLEF_70180	C0023884;C0796494;C0441633
ROCO_CLEF_65956	C0013687;C0184666;C0700148;C1546613;C0817096;C0024109
ROCO_CLEF_10917	C0700124;C1322279;C0012359
ROCO_CLEF_45197	C0030274;C0013303;C0018670
ROCO_CLEF_07620	C1515974;C0025663;C4284931;C4284930
ROCO_CLEF_56995	C0772294;C0035561;C0441633;C0221198;C0577559
ROCO_CLEF_56351	C1261287;C0002978;C0231881;C0003842
ROCO_CLEF_36926	C0018792;C0009924;C0524422;C0003842;C0449900
ROCO_CLEF_59550	C0028778;C1962944;C0075418;C0040408;C1514893;C0854571;C0009924;C0449900
ROCO_CLEF_22092	C0024202;C0006826;C0934502;C0746922;C0441785;C0003483;C4331246;C2986488
ROCO_CLEF_59906	C0607422
ROCO_CLEF_54820	C1550291;C1552858;C0034770;C0015252;C0030797;C0007876;C0441633;C0728940;C0184905;C1185740
ROCO_CLEF_00154	C0013516;C0203378;C0203379;C0183129;C0012737;C0011900;C1547424;C0018792;C1561538;C0524422;C0221533;C0013524
ROCO_CLEF_35077	C0006141;C0024671;C0033080;C0024202;C0772294;C0678257;C0746922;C1521941;C0392148;C0150312;C0221198
ROCO_CLEF_58652	C0040184;C1963113
ROCO_CLEF_59731	C0040395;C0921176;C0040405;C0034579;C0772294;C0525187;C0441633;C0221198;C0262950;C0018670
ROCO_CLEF_57537	C0577559
ROCO_CLEF_17925	C0772294;C0441633;C0221198;C0005682
ROCO_CLEF_34679	C0040404;C0042449;C0041618;C0087086;C0022646
ROCO_CLEF_05670	C0040395;C0034579;C0000726;C0441633;C0040405
ROCO_CLEF_08945	C0040399;C0751437;C0441633;C0034770
ROCO_CLEF_59522	C0751437;C0202165;C3203359;C0182092;C0009068;C0029468
ROCO_CLEF_50787	C2586211;C0228174;C0006104;C0009924;C0449900
ROCO_CLEF_06648	C0447303;C0024947;C0591895;C1962945;C0556030;C0004454;C0043299;C1548003;C0150305;C0040426
ROCO_CLEF_24329	C0751437;C0040426;C0262950
ROCO_CLEF_08021	C0013604;C0040395;C0450295;C0034579;C0021107;C0592931;C0332573;C0021102;C0233643;C0040405
ROCO_CLEF_58878	C1328685;C0817096;C0024109
ROCO_CLEF_45451	C3827727;C0024202;C0022359;C3830527;C0746922;C0231881
ROCO_CLEF_52726	C0031843;C0018792;C1546572;C1705273
ROCO_CLEF_09563	C0034627;C0442044;C0227391
ROCO_CLEF_16748	C0935598;C0442184;C0018792;C0205161
ROCO_CLEF_65908	C0116467;C1744563;C0633827;C0132840;C1504955;C0733384;C2718754;C0231224;C0724139
ROCO_CLEF_34612	C1550472;C1561542;C0005682
ROCO_CLEF_47724	C0040395;C0024947;C0034579;C0004454;C0040405
ROCO_CLEF_12634	C0815275;C0309093;C0772294;C0006104;C0221198
ROCO_CLEF_50407	C0817096;C3665472
ROCO_CLEF_17602	C1561543;C0228391;C0019552
ROCO_CLEF_02934	C0041618;C1135564;C2355627;C0018792;C0150312;C0018827
ROCO_CLEF_27520	C1254042;C3853789;C0678723;C1610719;C0030274;C0746961;C0523807;C0702058;C0000726;C0039259;C0771711
ROCO_CLEF_15016	C0332218;C0180921;C0016356;C1135564;C1299586;C0035139;C0441587
ROCO_CLEF_27698	C0728940;C0015252;C1561542;C0007876;C0441633;C1552858;C0184905
ROCO_CLEF_62041	C0040395;C0687028;C0221198;C0034579;C0015252;C0007876;C1550283;C1552858;C1550227;C0772294;C0728940;C0040405;C0262950;C0184905
ROCO_CLEF_05427	C1963113;C1261287;C0240795;C0015376;C0556030;C1561543;C2347268;C0231519;C1303192;C1550227;C0441633;C1829459;C0606665;C0011343
ROCO_CLEF_09487	C1963113;C1962945;C0040184;C1561542;C1514893;C0043299;C0011900;C1548003
ROCO_CLEF_20689	C0796494;C0006104;C0815275
ROCO_CLEF_29371	C0935598;C0037949
ROCO_CLEF_67349	C0227665;C0022646;C0003842
ROCO_CLEF_41122	C1552826;C0240795;C0556030;C0014876;C0231519;C0817096;C2347268
ROCO_CLEF_12651	C0442034;C0037993;C0244399;C0441633
ROCO_CLEF_12898	C0817096
ROCO_CLEF_22002	C3891555;C0002978;C1548816;C0229664;C0035139;C1533810;C1555302;C0005767;C4255126;C0005768;C0441587;C1704454;C0021102;C0023884;C0003842
ROCO_CLEF_70392	C3244287;C0286840;C0441633
ROCO_CLEF_59706	C0267716;C0520904;C0867390;C0032786;C1578486;C1550655;C0241311
ROCO_CLEF_35585	C0221874;C0015252;C0007876;C0607422;C1552858;C0018670;C0456824;C0728940;C0233494;C0030797;C0935623;C0441633;C0449900;C0003483;C1962958;C0005847;C0009924;C0184905
ROCO_CLEF_65771	C0231519;C0002978;C0040395;C0240795;C0556030;C0034579;C0012737;C0040405;C0003842;C2347268
ROCO_CLEF_57903	C1963113;C2939420;C0772294;C0040405;C0027627;C1176475;C4255448;C0040395;C0152013;C0280096;C0277786;C0334344;C0233494;C0033572;C0034579;C0441633;C1266063;C0221198;C0262950
ROCO_CLEF_02750	C0150312;C0817096;C0392148;C0545675
ROCO_CLEF_55112	C1963138;C0921176;C0013604;C0524466;C0933845;C0947663;C0525187;C0006104;C0009924;C2748577;C0449900
ROCO_CLEF_38020	C1552858;C4283785;C0015252;C0007876;C4084721;C0006104;C2355627;C0007765;C0018827;C0231881;C0728940;C0184905
ROCO_CLEF_46049	C0175209
ROCO_CLEF_30333	C0541749;C0935456;C1552858;C0015252;C0007876;C0009195;C0039487;C0441633;C0728940;C0262950;C0184905
ROCO_CLEF_19968	C0700148;C0729233;C2355627;C0921176;C0741302;C0600080;C0242114;C0525187;C0817096;C0024109;C0018827;C0205161;C0270814;C4085325;C0150789
ROCO_CLEF_27810	C0230373;C0817662;C1305866;C2827755
ROCO_CLEF_32967	C0040395;C0034579;C0607422;C0009924;C0441633;C0040405;C0022646;C0449900
ROCO_CLEF_22986	C1550227;C0231881;C1697779;C0606665
ROCO_CLEF_39216	C0184666;C1692321;C1962945;C1548003;C0043299;C0817096;C0702249;C0332448
ROCO_CLEF_28772	C0524865;C1293284;C0728940;C0441513;C0015252;C0841296;C0565460;C0198062;C0845672;C1293304;C0559502;C0184913;C0124688;C0018670
ROCO_CLEF_10700	C1963113;C1705817
ROCO_CLEF_10490	C0935598;C0037303;C0228482;C0751438;C4283785
ROCO_CLEF_69284	C0040395;C0034579;C0205400;C0677554;C0021853;C0000726;C0205161;C0040405
ROCO_CLEF_54473	C1962958;C0227665;C0040732;C0441633;C0022646
